                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.41437,                0.50862,                 1.0123,                0.77761,                0.69473,                0.74663,                0.64935,                0.55889,                0.96061,                 1.0869,               0.001618,               0.001618,               0.001618
                    129,                0.40942,                0.49676,                 1.0105,                0.77961,                 0.6946,                0.74674,                0.64926,                0.55904,                 0.9606,                 1.0869,               0.001552,               0.001552,               0.001552
                    130,                0.41045,                0.50177,                 1.0087,                0.78095,                 0.6934,                0.74671,                0.64925,                0.55923,                0.96102,                 1.0871,               0.001486,               0.001486,               0.001486
                    131,                0.41008,                0.50036,                 1.0083,                0.78137,                0.69355,                0.74644,                0.64919,                0.55957,                0.96147,                 1.0876,                0.00142,                0.00142,                0.00142
                    132,                0.40257,                0.49092,                 1.0039,                0.78425,                 0.6929,                0.74642,                0.64913,                0.55949,                0.96127,                 1.0875,               0.001354,               0.001354,               0.001354
                    133,                0.40455,                 0.4905,                 1.0072,                0.78539,                 0.6927,                0.74639,                0.64931,                0.55958,                 0.9612,                 1.0876,               0.001288,               0.001288,               0.001288
                    134,                0.40148,                 0.4891,                 1.0063,                0.78486,                0.69174,                0.74639,                 0.6493,                0.56019,                 0.9617,                 1.0882,               0.001222,               0.001222,               0.001222
                    135,                0.40335,                0.48429,                 1.0057,                0.78407,                0.69208,                0.74654,                0.64906,                0.56035,                 0.9612,                 1.0885,               0.001156,               0.001156,               0.001156
                    136,                0.39978,                 0.4809,                 1.0022,                0.78781,                0.69131,                0.74652,                0.64922,                0.56054,                0.96076,                 1.0888,                0.00109,                0.00109,                0.00109
                    137,                0.39862,                0.48002,                  1.003,                0.78675,                0.69221,                0.74664,                0.64898,                0.56054,                0.96125,                 1.0889,               0.001024,               0.001024,               0.001024
                    138,                0.39966,                0.47771,                 1.0024,                0.78484,                0.69308,                0.74704,                0.64922,                0.56069,                0.96134,                 1.0892,               0.000958,               0.000958,               0.000958
